Entry	Entry Name	Gene Names	Length	Gene Ontology (cellular component)
Q06146	YL257_YEAST	YLR257W	321	cytoplasm [GO:0005737]
Q06152	YL271_YEAST	YLR271W	274	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleus [GO:0005634]
Q06158	YL311_YEAST	YLR311C L8543.10	115	membrane [GO:0016020]
Q06170	YL326_YEAST	YLR326W	240	cell periphery [GO:0071944]; membrane [GO:0016020]
Q06199	YL456_YEAST	YLR456W	204	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q06235	YL162_YEAST	YLR162W	118	membrane [GO:0016020]
Q06247	YL173_YEAST	YLR173W	608	fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]
Q06251	YL177_YEAST	YLR177W	628	cytoplasm [GO:0005737]
Q06252	YL179_YEAST	YLR179C L9470.20	201	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q06523	YP148_YEAST	YPR148C	435	cytoplasm [GO:0005737]
Q06524	SUE1_YEAST	SUE1 YPR151C	206	mitochondrial envelope [GO:0005740]
Q06595	YP196_YEAST	YPR196W P9677.4	470	nucleus [GO:0005634]
Q06608	PDXH_YEAST	YPR172W	200	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q06674	HIM1_YEAST	HIM1 YDR317W	414	
Q06813	YP078_YEAST	YPR078C	372	
Q07074	YH007_YEAST	YHR007C-A	71	membrane [GO:0016020]
Q07454	YD073_YEAST	YDL073W	984	
Q07505	DLHH_YEAST	YDL086W	273	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q07521	OPI6_YEAST	OPI6 YDL096C	108	
Q07530	YD114_YEAST	YDL114W	308	
Q07535	YD118_YEAST	YDL118W	126	
Q07555	YD129_YEAST	YDL129W	291	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q07589	YD144_YEAST	YDL144C	356	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q07629	YD218_YEAST	YDL218W	317	cytoplasm [GO:0005737]; membrane [GO:0016020]
Q07716	AIM6_YEAST	AIM6 YDL237W	390	
Q07747	AAD4_YEAST	AAD4 YDL243C	329	
Q07790	YD053_YEAST	YDR053W	131	membrane [GO:0016020]
Q07829	RRT7_YEAST	RRT7 YLL030C L0932	113	membrane [GO:0016020]
Q07834	YL032_YEAST	YLL032C	825	cytoplasm [GO:0005737]
Q07887	LDB18_YEAST	LDB18 YLL049W	179	actin cytoskeleton [GO:0015629]; dynactin complex [GO:0005869]
Q07895	YL001_YEAST	YLR001C L1388	862	extracellular space [GO:0005615]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; mitochondrion [GO:0005739]
Q07928	GAT3_YEAST	GAT3 YLR013W	141	
Q07986	YL036_YEAST	YLR036C	203	membrane [GO:0016020]
Q07992	BUD28_YEAST	BUD28 YLR062C	125	
Q08023	FMP25_YEAST	FMP25 YLR077W	583	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q08054	CSI2_YEAST	CSI2 YOL007C	341	cellular bud neck [GO:0005935]; fungal-type vacuole [GO:0000324]
Q08206	YO036_YEAST	YOL036W	761	
Q08213	NGL1_YEAST	NGL1 YOL042W	363	mitochondrion [GO:0005739]
Q08238	YO079_YEAST	YOL079W O1105	132	membrane [GO:0016020]
Q08240	YO099_YEAST	YOL099C O0786	163	membrane [GO:0016020]
Q08272	YO134_YEAST	YOL134C AOE129 O0508	129	membrane [GO:0016020]
Q08300	CSS3_YEAST	CSS3 YOL159C	171	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q08322	PAU20_YEAST	PAU20 YOL161C	120	fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; membrane [GO:0016020]
Q08361	AAD15_YEAST	AAD15 YOL165C	143	
Q08474	VAM10_YEAST	VAM10 YOR068C YOR29-19	114	fungal-type vacuole membrane [GO:0000329]
Q08498	YO082_YEAST	YOR082C O3113	113	membrane [GO:0016020]
Q08522	IRC14_YEAST	IRC14 YOR135C O3323	113	
Q08559	FYV12_YEAST	FYV12 YOR183W	129	membrane [GO:0016020]
Q08630	IRC13_YEAST	IRC13 YOR235W	104	membrane [GO:0016020]
Q08634	YO238_YEAST	YOR238W	303	cytoplasm [GO:0005737]
Q08687	TMA16_YEAST	TMA16 YOR252W	178	nucleus [GO:0005634]
Q08692	OSW1_YEAST	OSW1 YOR255W	278	prospore membrane [GO:0005628]; spore wall [GO:0031160]
Q08743	YO292_YEAST	YOR292C	309	cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; vacuolar membrane [GO:0005774]
Q08748	YO296_YEAST	YOR296W	1289	cytoplasm [GO:0005737]
Q08774	RRG7_YEAST	RRG7 YOR305W	242	mitochondrion [GO:0005739]
Q08786	YO331_YEAST	YOR331C O6238	185	membrane [GO:0016020]
Q08844	YO365_YEAST	YOR365C	703	membrane [GO:0016020]
Q08900	YOR76_YEAST	YOR376W O6736	122	membrane [GO:0016020]
Q08909	YO385_YEAST	YOR385W	290	cytoplasm [GO:0005737]
Q08910	YO387_YEAST	YOR387C	206	cytosol [GO:0005829]
Q08912	YO389_YEAST	YOR389W	624	extracellular region [GO:0005576]
Q08922	YP182_YEAST	YPL182C P2235	127	membrane [GO:0016020]
Q08958	YP205_YEAST	YPL205C P1845	114	membrane [GO:0016020]
Q08964	YP216_YEAST	YPL216W	1102	chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]
Q08969	GRE1_YEAST	GRE1 YPL223C	168	cytoplasm [GO:0005737]
Q08974	YP257_YEAST	YPL257W	193	membrane [GO:0016020]
Q08979	KEL3_YEAST	KEL3 YPL263C	651	cytoplasm [GO:0005737]
Q08980	YP264_YEAST	YPL264C	353	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
Q08984	PBI1_YEAST	PBI1 YPL272C	517	
Q08989	YP277_YEAST	YPL277C	487	membrane [GO:0016020]
Q08993	YP202_YEAST	YPR202W P9677.1	238	
Q12012	YO289_YEAST	YOR289W	251	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12032	AIM41_YEAST	AIM41 YOR215C YOR50-5	185	mitochondrion [GO:0005739]
Q12042	YP162_YEAST	YPL162C	273	fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]
Q12044	RCN2_YEAST	RCN2 WSP1 YOR220W YOR50-10	265	cytoplasm [GO:0005737]
Q12064	BUD30_YEAST	BUD30 YDL151C	193	
Q12079	YP027_YEAST	YPR027C YP9367.07c	277	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
Q12116	TMS1_YEAST	TMS1 YDR105C	473	endosome [GO:0005768]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; membrane raft [GO:0045121]
Q12121	YD211_YEAST	YDL211C D1026	372	fungal-type vacuole [GO:0000324]; vacuolar membrane [GO:0005774]
Q12134	HUA2_YEAST	HUA2 YOR284W	243	cytoplasm [GO:0005737]
Q12140	BSC1_YEAST	BSC1 YDL037C D2734	328	
Q12160	YP063_YEAST	YPR063C	140	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
Q12177	YL056_YEAST	YLL056C L0575	298	cytoplasm [GO:0005737]
Q12179	YP245_YEAST	YPL245W	454	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12182	YO342_YEAST	YOR342C O6283	319	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12212	SIA1_YEAST	SIA1 YOR137C YOR3329C	622	
Q12244	YL054_YEAST	YLL054C L0584	843	nucleus [GO:0005634]
Q12253	YL046_YEAST	YLR046C L2111	270	fungal-type vacuole [GO:0000324]; membrane [GO:0016020]
Q12254	SVS1_YEAST	SVS1 YPL163C P2554	260	cell periphery [GO:0071944]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]
Q12257	YD177_YEAST	YDL177C	170	cytoplasm [GO:0005737]
Q12298	YD061_YEAST	YDR061W D4241	539	mitochondrion [GO:0005739]
Q12301	YD180_YEAST	YDL180W	547	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]
Q12322	YO114_YEAST	YOL114C HRE202	202	mitochondrial large ribosomal subunit [GO:0005762]
Q12331	YFAS1_YEAST	YDR262W YD9320B.01	272	fungal-type vacuole [GO:0000324]
Q12346	YPR71_YEAST	YPR071W YP9499.26	211	cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
Q12370	PAU17_YEAST	PAU17 YLL025W L0968	124	fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]
Q12418	GIS3_YEAST	GIS3 YLR094C	502	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12459	PRM7_YEAST	PRM7 YDL039C D2723 D2726 YDL038C	698	membrane [GO:0016020]
Q12479	IRC11_YEAST	IRC11 YOR013W O2612 OR26.03 YOL303.3	156	membrane [GO:0016020]
Q12486	YOR31_YEAST	YOR131C O3311 YOR3311c	218	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12496	YO098_YEAST	YOL098C HRF1037	1037	cytoplasm [GO:0005737]
Q12497	FMP16_YEAST	FMP16 YDR070C	93	mitochondrion [GO:0005739]
Q12498	PRM4_YEAST	PRM4 YPL156C P2578	284	fungal-type vacuole [GO:0000324]; membrane [GO:0016020]
Q12523	YP247_YEAST	YPL247C	523	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12529	SET6_YEAST	SET6 YPL165C P2545	373	nucleus [GO:0005634]
Q2V2P2	YK065_YEAST	YKL065W-A	73	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
Q2V2P3	YK023_YEAST	YKL023C-A	75	membrane [GO:0016020]
Q2V2P5	YI102_YEAST	YIL102C-A	75	dolichol-phosphate-mannose synthase complex [GO:0033185]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
Q2V2Q2	YC048_YEAST	YCL048W-A	79	cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
Q3E6R4	YD24B_YEAST	YDR524C-B	66	endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
Q3E747	YL363_YEAST	YLR363W-A	85	nucleus [GO:0005634]
Q3E756	YB029_YEAST	YBL029C-A	94	plasma membrane [GO:0005886]
Q3E769	YO59A_YEAST	YOL159C-A	90	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q3E770	PAU9_YEAST	PAU9 YBL108C-A	120	fungal-type cell wall [GO:0009277]
Q3E784	SLO1_YEAST	SLO1 YER180C-A	85	
Q3E7A3	YJ133_YEAST	YJL133C-A	74	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
Q3E7A7	YK018_YEAST	YKL018C-A	99	cytoplasm [GO:0005737]
Q3E7A8	YN162_YEAST	YNL162W-A	72	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q3E7A9	CMC4_YEAST	CMC4 YMR194C-B	73	mitochondrial intermembrane space [GO:0005758]
Q3E7B0	YE053_YEAST	YER053C-A	37	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
Q3E7B7	YD85C_YEAST	YDL085C-A	68	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q3E7B9	YO08A_YEAST	YOR008C-A	74	membrane [GO:0016020]
Q3E7Y4	YB112_YEAST	YBL112C	105	
Q3E7Y5	YB111_YEAST	YBL111C	667	mitochondrion [GO:0005739]
Q3E7Z8	YC204_YEAST	YCR024C-B	88	cytosol [GO:0005829]; membrane [GO:0016020]
Q3E808	DGR1_YEAST	DGR1 YNL130C-A	48	mitochondrion [GO:0005739]
Q3E811	RRT15_YEAST	RRT15 YLR162W-A smORF483	62	
Q3E823	COA2_YEAST	COA2 YPL189C-A	68	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]
Q3E841	YN034_YEAST	YNR034W-A	98	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q3E842	YM122_YEAST	YMR122W-A	84	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
Q45U18	YI134_YEAST	YIL134C-A	67	cytosol [GO:0005829]; membrane [GO:0016020]
Q6B0V8	IRC16_YEAST	IRC16 YPR038W	119	membrane [GO:0016020]
Q6B0X2	YM158_YEAST	YMR158W-B YMR158W-A	106	membrane [GO:0016020]
Q6B2U8	TDA8_YEAST	TDA8 YAL064C-A	126	
Q6Q5P6	YH41A_YEAST	TY4A-H YHLWTy4-1 GAG YHL009W-A YHL008W-B	413	
Q7M4S9	YB113_YEAST	YBL113C	792	cytoplasm [GO:0005737]
Q870I1	YO13B_YEAST	YOL013W-B YOL013W-A	96	membrane [GO:0016020]
Q8TGK5	YB13A_YEAST	YBL113W-A	160	membrane [GO:0016020]
Q8TGM7	ART2_YEAST	ART2 YLR154W-A YLR154W-C	61	
Q8TGQ7	YP159_YEAST	YPR159C-A	33	cytosol [GO:0005829]; membrane [GO:0016020]
Q8TGU5	YB296_YEAST	YBR296C-A	39	peroxisome [GO:0005777]
Q8TGU7	YB126_YEAST	YBR126W-A	68	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
Q96VH4	HBN1_YEAST	HBN1 YCL026C-B YCL027C-A	193	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q99248	YO019_YEAST	YOR019W OR26.09	730	
Q99326	YO338_YEAST	YOR338W O6265	363	nucleus [GO:0005634]; Rpd3L-Expanded complex [GO:0070210]
Q99341	FYV1_YEAST	FYV1 YDR024W PZA161	161	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q99395	YP229_YEAST	YPL229W P1429	206	cytoplasm [GO:0005737]
Q9ZZX0	AI5B_YEAST	AI5_BETA Q0075	354	mitochondrion [GO:0005739]
A0A023PXA5	YA19A_YEAST	YAL019W-A	189	
A0A023PXB0	YA019_YEAST	YAR019W-A	110	
A0A023PXB9	YD99W_YEAST	YDR199W	121	membrane [GO:0016020]
A0A023PXC2	YE53A_YEAST	YEL053W-A	115	membrane [GO:0016020]
A0A023PXC7	YE068_YEAST	YER068C-A	143	membrane [GO:0016020]
A0A023PXD3	YE88A_YEAST	YER088C-A	107	
A0A023PXD5	YE147_YEAST	YER147C-A	136	membrane [GO:0016020]
A0A023PXD9	YF015_YEAST	YFL015W-A	105	membrane [GO:0016020]
A0A023PXE5	YH006_YEAST	YHL006W-A	117	
A0A023PXE8	YH028_YEAST	YHR028W-A	106	
A0A023PXF2	YH071_YEAST	YHR071C-A	106	
A0A023PXF5	YH218_YEAST	YHR218W-A	105	
A0A023PXF8	YI066_YEAST	YIL066W-A	147	membrane [GO:0016020]
A0A023PXG3	YI56A_YEAST	YIL156W-A	133	membrane [GO:0016020]
A0A023PXG7	YL230_YEAST	YLR230W	101	membrane [GO:0016020]
A0A023PXH2	YM31A_YEAST	YML031C-A	111	
A0A023PXH4	YA026_YEAST	YAL026C-A	145	membrane [GO:0016020]
A0A023PXH5	YB26B_YEAST	YBR126W-B	47	
A0A023PXH6	YM172_YEAST	YMR172C-A	127	membrane [GO:0016020]
A0A023PXI0	YM306_YEAST	YMR306C-A	129	membrane [GO:0016020]
A0A023PXI4	YD203_YEAST	YDR203W	105	
A0A023PXI5	YP97C_YEAST	YPR197C	187	
A0A023PXI8	YE006_YEAST	YER006C-A	105	
A0A023PXJ3	YE76A_YEAST	YER076W-A	115	membrane [GO:0016020]
A0A023PXJ7	YE107_YEAST	YER107W-A	106	membrane [GO:0016020]
A0A023PXK2	YE148_YEAST	YER148W-A	192	membrane [GO:0016020]
A0A023PXK7	YF021_YEAST	YFL021C-A	284	membrane [GO:0016020]
A0A023PXL1	YH019_YEAST	YHL019W-A	197	membrane [GO:0016020]
A0A023PXL7	YH056_YEAST	YHR056W-A	144	membrane [GO:0016020]
A0A023PXM2	YH131_YEAST	YHR131W-A	81	
A0A023PXM7	YIL20_YEAST	YIL020C-A	112	membrane [GO:0016020]
A0A023PXN3	YI068_YEAST	YIL068W-A	127	
A0A023PXN9	YI171_YEAST	YIL171W-A	150	membrane [GO:0016020]
A0A023PXP4	YL235_YEAST	YLR235C	132	
A0A023PXP7	YM034_YEAST	YML034C-A	132	
A0A023PXQ4	YM173_YEAST	YMR173W-A	394	membrane [GO:0016020]
A0A023PXQ9	YM316_YEAST	YMR316C-B	102	membrane [GO:0016020]
A0A023PYC6	YA16A_YEAST	YAL016C-A	104	membrane [GO:0016020]
A0A023PYD0	YA059_YEAST	YAL059C-A	140	membrane [GO:0016020]
A0A023PYD3	YD94W_YEAST	YDR094W	111	
A0A023PYD7	YD87C_YEAST	YDR187C	172	membrane [GO:0016020]
A0A023PYD9	YE018_YEAST	YEL018C-A	177	membrane [GO:0016020]
A0A023PYE4	YE067_YEAST	YER067C-A	107	membrane [GO:0016020]
A0A023PYE9	YE087_YEAST	YER087C-A	183	
A0A023PYF4	YE145_YEAST	YER145C-A	145	
A0A023PYF7	YE172_YEAST	YER172C-A	126	
A0A023PYG1	YH002_YEAST	YHL002C-A	162	membrane [GO:0016020]
A0A023PYG5	YH046_YEAST	YHL046W-A	108	
A0A023PYH0	YH070_YEAST	YHR070C-A	136	
A0A023PYH5	YH193_YEAST	YHR193C-A	124	
A0A023PYH8	YI047_YEAST	YIL047C-A	122	
A0A023PYI2	YI142_YEAST	YIL142C-A	110	
A0A023PYI5	YI036_YEAST	YIR036W-A	133	membrane [GO:0016020]
A0A023PYJ0	YM09A_YEAST	YML009C-A	108	membrane [GO:0016020]
A0A023PYJ4	YM153_YEAST	YMR153C-A	111	
A0A023PYJ7	YM304_YEAST	YMR304C-A	116	membrane [GO:0016020]
A0A023PYK2	YP170_YEAST	YPR170C	111	membrane [GO:0016020]
A0A023PZ94	YA031_YEAST	YAL031W-A	102	membrane [GO:0016020]
A0A023PZ99	YD008_YEAST	YDR008C	116	membrane [GO:0016020]
A0A023PZA4	YD154_YEAST	YDR154C	116	
A0A023PZA9	YD230_YEAST	YDR230W	115	
A0A023PZB3	FMP49_YEAST	FMP49 YER038W-A	126	mitochondrion [GO:0005739]
A0A023PZB8	YE079_YEAST	YER079C-A	112	membrane [GO:0016020]
A0A023PZC3	YE133_YEAST	YER133W-A	113	
A0A023PZC7	YE152_YEAST	YER152W-A	188	
A0A023PZD0	YF036_YEAST	YFR036W-A	216	membrane [GO:0016020]
A0A023PZD5	YH030_YEAST	YHL030W-A	153	
A0A023PZE1	YH063_YEAST	YHR063W-A	111	membrane [GO:0016020]
A0A023PZE2	YA047_YEAST	YAL047W-A	109	membrane [GO:0016020]
A0A023PZE4	YH165_YEAST	YHR165W-A	103	
A0A023PZE8	YD57W_YEAST	YDR157W	133	
A0A023PZE9	YI029_YEAST	YIL029W-A	123	
A0A023PZF2	YE009_YEAST	YEL009C-A	135	
A0A023PZF3	YI070_YEAST	YIL071W-A	158	membrane [GO:0016020]
A0A023PZF5	YE046_YEAST	YER046W-A	109	
A0A023PZF9	YI023_YEAST	YIR023C-A	107	membrane [GO:0016020]
A0A023PZG0	YE084_YEAST	YER084W-A	170	membrane [GO:0016020]
A0A023PZG4	YL236_YEAST	YLR236C	107	
A0A023PZG5	YE137_YEAST	YER137W-A	101	
A0A023PZG9	YM047_YEAST	YML047W-A	121	membrane [GO:0016020]
A0A023PZH1	YE165_YEAST	YER165C-A	118	membrane [GO:0016020]
A0A023PZH4	YF052_YEAST	YFR052C-A	101	membrane [GO:0016020]
A0A023PZH5	YM290_YEAST	YMR290W-A	115	membrane [GO:0016020]
A0A023PZH9	YH034_YEAST	YHL034W-A	153	
A0A023PZI4	YH069_YEAST	YHR069C-A	120	membrane [GO:0016020]
A0A023PZI9	YH182_YEAST	YHR182C-A	157	
A0A023PZJ3	YI030_YEAST	YIL030W-A	112	membrane [GO:0016020]
A0A023PZJ9	YI115_YEAST	YIL115W-A	123	
A0A023PZK4	YI30A_YEAST	YIR030W-A	127	
A0A023PZK9	YL458_YEAST	YLR458W	126	membrane [GO:0016020]
A0A023PZL2	YM119_YEAST	YMR119W-A	124	membrane [GO:0016020]
A0A023PZM3	YP050_YEAST	YPR050C YP9499.07b	137	membrane [GO:0016020]
A0A0B7P221	RDT1_YEAST	RDT1 YCL054W-A	28	
A0A8D9PCQ4	YM008_YEAST	YMR008C-A	155	
A0A8D9PH56	OTO1_YEAST	OTO1 YGR227C-A sORF2	57	
A0A8D9UGQ7	YL79A_YEAST	YLR379W-A	90	
A0A8D9UGU6	YK14A_YEAST	YKL104W-A	84	
A0AAT9JAJ4	A0AAT9JAJ4_YEAST	YIL059C	121	
A0ACB2N405	A0ACB2N405_YEAST	PXP3 YHL045W	115	
E2QC18	E2QC18_YEAST		100	
E9PAD6	E9PAD6_YEAST		88	
E9PAD8	E9PAD8_YEAST		89	
E9PAE4	E9PAE4_YEAST		146	
E9PAE7	E9PAE7_YEAST		61	
E9PAE8	E9PAE8_YEAST		55	
E9PAF1	E9PAF1_YEAST		94	
I2HB52	YB56A_YEAST	YBR056W-A	66	cytoplasm [GO:0005737]
I2HB70	YM16A_YEAST	YMR316C-A	103	endoplasmic reticulum [GO:0005783]
O13513	YA056_YEAST	YAL056C-A YAL058C-A	116	
O13514	YA042_YEAST	YAL042C-A YAL043C-A	125	membrane [GO:0016020]
O13515	YA034_YEAST	YAL034C-B YAL035C-A	117	
O13517	YP102_YEAST	YPL102C	100	
O13518	YPL14_YEAST	YPL114W	139	membrane [GO:0016020]
O13519	YP136_YEAST	YPL136W	122	
O13520	YP044_YEAST	YPL044C	182	membrane [GO:0016020]
O13521	YP035_YEAST	YPL035C	115	
O13522	YD396_YEAST	YDR396W	166	membrane [GO:0016020]
O13523	YD401_YEAST	YDR401W	187	membrane [GO:0016020]
O13530	YL198_YEAST	YLR198C	119	membrane [GO:0016020]
O13531	YL202_YEAST	YLR202C	108	
O13532	YL217_YEAST	YLR217W L8167.25	107	
O13533	YH049_YEAST	YHR049C-A	98	membrane [GO:0016020]
O13534	YH1A_YEAST	YHR214W-A	161	
O13536	YH139_YEAST	YHR139C-A	103	
O13537	YH145_YEAST	YHR145C	118	membrane [GO:0016020]
O13540	YL279_YEAST	YLR279W L8003.10A	129	membrane [GO:0016020]
O13541	YL280_YEAST	YLR280C	116	
O13542	YL282_YEAST	YLR282C L8003.11A	113	
O13544	YL302_YEAST	YLR302C	120	membrane [GO:0016020]
O13545	YL374_YEAST	YLR374C	129	membrane [GO:0016020]
O13546	YL232_YEAST	YLR232W	115	
O13553	YL317_YEAST	YLR317W	144	
O13555	JIP3_YEAST	JIP3 YLR331C	125	
O13556	YL462_YEAST	YLR462W	202	
O13557	YL463_YEAST	YLR463C JND183 L9001	183	
O13558	BSC3_YEAST	BSC3 YLR465C	102	
O13560	YL444_YEAST	YLR444C	100	membrane [GO:0016020]
O13561	YL169_YEAST	YLR169W	117	membrane [GO:0016020]
O13562	YL171_YEAST	YLR171W	129	membrane [GO:0016020]
O13564	YL428_YEAST	YLR428C	114	
O13565	YL358_YEAST	YLR358C	187	
O13567	YP126_YEAST	YPR126C P9642.2B	102	membrane [GO:0016020]
O13568	YP130_YEAST	YPR130C P9659.10A	135	membrane [GO:0016020]
O13569	YPR36_YEAST	YPR136C P9659.7B	170	
O13570	YPR42_YEAST	YPR142C P9659.16B	187	membrane [GO:0016020]
O13571	YPR46_YEAST	YPR146C P9659.3A	109	mitochondrion [GO:0005739]
O13572	YPR50_YEAST	YPR150W P9659.2A	173	membrane [GO:0016020]
O13573	YL252_YEAST	YLR252W	101	
O13574	YL255_YEAST	YLR255C	117	
O13575	YP177_YEAST	YPR177C P9705.12A	123	
O13576	YL434_YEAST	YLR434C	127	
O13578	YL415_YEAST	YLR415C	112	mitochondrion [GO:0005739]
O13579	YL379_YEAST	YLR379W	124	membrane [GO:0016020]
O13582	YP076_YEAST	YPR076W P9513.9A	124	
O13583	YPR77_YEAST	YPR077C P9513.9B	123	membrane [GO:0016020]
O13586	YP092_YEAST	YPR092W P9513.15A	101	
O13588	YA069_YEAST	YAL069W	104	
O94085	YL339_YEAST	YLR339C	183	membrane [GO:0016020]
O94086	YL349_YEAST	YLR349W	168	
P0C0V2	YE18A_YEAST	YER188C-A	99	
P0C1V3	YA016_YEAST	YAL016C-B	61	
P0C1Z1	YD24C_YEAST	YDR524W-C YDR524W-A	29	
P0C268	YB39B_YEAST	YBL039W-B	59	peroxisome [GO:0005777]
P0C269	YB00C_YEAST	YBL100W-C YBL101W-C	39	
P0C270	YE38A_YEAST	YER138W-A	34	
P0C272	YO13A_YEAST	YOL013W-A	63	
P0C5E0	YD193_YEAST	YDR193W	132	membrane [GO:0016020]
P0C5E1	YP059_YEAST	YPR059C	128	
P0C5K9	YB39A_YEAST	YBL039C-A	27	
P0C5L0	YB056_YEAST	YBR056C-B	52	
P0C5L1	YB068_YEAST	YBL068W-A smORF19 SR12	78	
P0C5L2	YB076_YEAST	YBR076C-A smORF46	88	membrane [GO:0016020]
P0C5L3	YB103_YEAST	YBR103C-A	47	
P0C5L4	YB121_YEAST	YBR121C-A	52	
P0C5L5	YB191_YEAST	YBR191W-A	24	
P0C5L6	YD022_YEAST	YDL022C-A smORF101 SR3	82	cytosol [GO:0005829]
P0C5L7	YD18A_YEAST	YDR118W-A	38	
P0C5L8	YD240_YEAST	YDL240C-A	45	
P0C5L9	YD247_YEAST	YDL247W-A	24	
P0C5M0	YD320_YEAST	YDR320W-B	45	
P0C5M1	YD371_YEAST	YDR371C-A	34	
P0C5M2	YD406_YEAST	YDR406W-A smORF144	81	membrane [GO:0016020]
P0C5M3	YD83A_YEAST	YDR183C-A smORF122	85	membrane [GO:0016020]
P0C5M4	YD85A_YEAST	YDL185C-A	75	
P0C5M5	YDL14_YEAST	YDL114W-A	37	
P0C5M6	YE020_YEAST	YEL020C-B smORF171	65	
P0C5M7	YE050_YEAST	YEL050W-A smORF167	63	membrane [GO:0016020]
P0C5M8	YE090_YEAST	YER090C-A	29	
P0C5M9	YF009_YEAST	YFR009W-A	85	
P0C5N0	YF010_YEAST	YFR010W-A	62	membrane [GO:0016020]
P0C5N1	YG014_YEAST	YGL014C-A	53	
P0C5N2	YG122_YEAST	YGR122C-A	42	
P0C5N3	YG41A_YEAST	YGL041W-A	154	mitochondrion [GO:0005739]
P0C5N4	YH73B_YEAST	YHR073C-B	26	
P0C5N5	YH180_YEAST	YHR180C-B smORF286	34	
P0C5N6	YH32A_YEAST	YHR032W-A	59	
P0C5N7	YH73A_YEAST	YHR073W-A	58	
P0C5N8	YH80A_YEAST	YHR180W-A smORF288	60	membrane [GO:0016020]
P0C5N9	YJ156_YEAST	YJL156W-A	73	membrane [GO:0016020]
P0C5P0	YJ197_YEAST	YJL197C-A	93	
P0C5P1	YJ27A_YEAST	YJL127W-A YJL127W-B	38	
P0C5P2	YK100_YEAST	YKL100W-A	29	
P0C5P3	YK145_YEAST	YKL145W-A	30	membrane [GO:0016020]
P0C5P4	YK162_YEAST	YKL162C-A	50	
P0C5P5	YK165_YEAST	YKL165C-A	77	membrane [GO:0016020]
P0C5P6	YL163_YEAST	YLR163W-A	37	
P0C5P7	YL222_YEAST	YLR222C-A smORF499	76	
P0C5P8	YL49A_YEAST	YLR149C-A	28	
P0C5P9	YL54B_YEAST	YLR154W-B smORF398	54	
P0C5Q0	YL54F_YEAST	YLR154W-F	46	
P0C5Q1	YL64A_YEAST	YLR364C-A	40	
P0C5Q2	YM013_YEAST	YMR013W-A	26	
P0C5Q3	YM13C_YEAST	YMR013C-A	49	membrane [GO:0016020]
P0C5Q4	YM141_YEAST	YMR141W-A smORF532	74	membrane [GO:0016020]
